No,Brand,Nomor Permohonan,Tahun Permohonan,Status,Kode Kelas,Deskripsi Kelas
710,CALCIO,D002008026571,2008,Didaftar,25,"Pakaian, alas kaki dan tutup kepala, yaitu : pakaian jadi luar/dalam untuk pria, wanita dan anak-anak, sepatu, sandal, selop, topi dan kaos kaki"
711,SHINARU,D002008026579,2008,Didaftar,9,"Segala macam jenis antenna televisi,  booster, batu battery, aki, aki kering, antenna TV dan radio, tape recorder, tuner / radio, VCD player, DVD player, speaker active"
712,SHINARU,D002008026580,2008,Didaftar,11,"Segala macam jenis kap lampu listrik ( Ac ) maupun batterai ( Dc), semua jenis stop kontak dan saklar listrik baik didalam maupun luar tembok, segala macam jenis lampu emergency charye, semua jenis alat gantungan lampu, segala jenis bola lampu dan neon, kompor listrik, ceret listrik, water heater, segala macam lampu sorot tangan yang menggunakan baterai maupun baterai charge"
713,REALIZE YOUR IMAGINATION,D002008026585,2008,Didaftar,2,"Cat kayu, cat besi, cat tembok, thinner, dempul, plamuur, pengencer cat, meni, afduner, pencegah karatan dan kelapukan kayu, bahan-bahan warna (kecuali untuk makanan dan minuman), tinta cetak, bahan pelapis cat (coatings), bahan pelapis untuk penutup atap(cat)"
714,COLOR IMAGINATION,D002008026586,2008,Didaftar,2,"Cat kayu, cat besi, cat tembok, thinner, dempul, plamuur, pengencer cat, meni, afduner, pencegah karatan dan kelapukan kayu, bahan-bahan warna (kecuali untuk makanan dan minuman), tinta cetak, bahan pelapis cat (coatings), bahan pelapis untuk penutup atap(cat)"
715,SAMSONITE + logo,D002008026588,2008,Didaftar,16,"alas-alas kaki, alat-alat pemegang gambar-gambar potret, alat-alat pendidikan dan pengajaran (kecuali perkakas-perkakasnya), alat-alat tulis menulis, alat-alat tulis menulis, ialah: pensil-pensil, pen a-pen a, ballpoin-ballpoin, bahan-bahan perekat (untuk tulis-menulis), alat-alat untuk kesenian, bantalan-bantalan nota, barang-barang cetakan, surat-surat kabar, majalah-majalah, buku-buku, alat-alat menjilid buku, gambar-gambar potret, buku-buku alamat, buku-buku perencanaan (organizer), buku-buku harian===   Kulit clan kulit-imitasi, buku-buku nota, cambuk-cambuk, pakaian-pakaian kuda dan pelana, dompet- dompet untuk wanita, dompet-dompet, dompet-dompet besar, dompet-dompet kartu, dompet-dompet kartu kredit, dompet-dompet uang tunai, dompet-dompet untuk pertukaran uang, gantungan-gantungan kunci, huruf-huruf cetak, Kertas, karton dan barang2 terbuat dari bahan2 tersebut, tidak termasuk di kelas lain; barang cetakan; bahan penjilidan buku; foto2; alat tulis menulis; perekat untuk keperluan alat tulis menulis atau rumah tangga; bahan2 seniman; kuas cat; mesin tik dan kebutuhan kantor (kecuali perabot); bahan instruksional dan pengajaran (kecuali peralatan); bahan2 plastik untuk pengepakan (tidak termasuk di kelas lain); huruf cetak; blok cetak., klise-klise, koper-koper dan tas-tas, kopor-kopor dan tas-tas untuk perjalanan, kopor-kopor pakaian lengkap, kotak-kotak alat kecantikan, kulit-kulit halus, payung-payung hujan, payung-payung matahari clan tongkat-tongkat, pensil-pensil, mesin-mesin tulis, ransel-ransel punggung, sampul-sampul buku paspor, tas-tas alat kecantikan, tas-tas atase, tas-tas bahu, tas-tas besar serba guna, tas-tas besar terbuat dari bahan ransel, tas-tas kantor, tas-tas olahraga atietik, tas-tas pakaian, tas-tas pakaian untuk kopor-kopor, tas-tas portfolio, tas-tas punggung, tas-tas ransel punggung, tas-tas serbaguna, tas-tas serbaguna yang dilengkapi roda, tas-tas tangan, tas-tas wanita penyimpan alat-alat kecantikan, tas-tas/kotak-kotak sepatu===  Pakaian, termasuk sepatu-sepatu bot, sepatu-sepatu dan sandal-sandal, topi-topi, ikat-ikat kepala, sarong tangan, ikat-ikat pinggang"
716,XIUNIS,D002008026589,2008,Didaftar,5,Sediaan-sediaan dan substansi-substansi pharmasi
717,LUKISAN TANGAN,D002008026590,2008,Didaftar,10,Sediaan-sediaan pharmasi===  Perkakas-perkakas dan pesawat-pesawat ilmu kedokteran
718,LUKISAN,D002008026592,2008,Didaftar,10,Sediaan-sediaan pharmasi ===  Perkakas-perkakas dan pesawat-pesawat ilmu kedokteran
719,HEAVEN + LOGO,D002008026601,2008,Didaftar,9,"computer disc, disk dan pita kaset audio dan video, mesin otomat dan mekanisme untuk aparat yang bekerja dengan memasukkan uang logam kedalamnya, pembawa data mesin cepat, Peralatan pengolahan data dan komputer, tape recorder, amplifier, speaker, speaker active, equalizer, tuner/ radio, CD/ Compact Disc player, VCD player, DVD player, laser disc player, kabel-kabel, kabel audio, microphone, pesawat telepon, pesawat televisi, diskette, alat-alat potret, alat-alat optik, pesawat penggerak otomatis, mesin-mesin bicara, kas register, batu battery, pesawat video, antena parabola, booster, ballast, trafo, disk optik, bel pintu listrik, mesin teleks, audio mixer, professional power amplifier, sound processor (compressor limiter, active crossover, professional equalizer, echo, delay), professional speaker system (untuk band, untuk lapangan, untuk studio), mesin penjual, mainan elektronik, pembawa data yang telah diprogram dalam bentuk tabung yang berisi jarum yang berfungsi menggerakkan ROM, kaset, tape disk magnet atau disk optikal dan dicetak dalam papan sirkuit, mainan otomatis selain dari yang dijalankan dengan (uang) logam serta yang disesuaikan untuk dipakai hanya dengan penerima televisi, perangkat lunak mainan video untuk mesin hiburan secara elektrik dengan layar, cairan kristal, mesin otomat yang bekerja dengan memasukkan uang logam ke dalamnya, film-film bioskop yang diekspose, piringan hitam, disk audio yang belum direkam, pita audio yang belum direkam atau pita-pita video, bagian-bagian dan penyesuai untuk semua barang yang dinyatakan sebelumnya, pesawat komputer, bagian-bagian dari komputer, aparat daninstrumen pengajaran dan pendidikan, perangkat lunak komputer, perangkat lunak komputer dan publikasi secara elektronik yang diberikan online dari data base atau dari fasilitas yang disediakan dalam internet, aparat untuk merekam, -mengirim, -mengolah dan -mereprocluksi suara, -gambar atau -data"
720,JAYAMEKSI,D002008026606,2008,Didaftar,5,Obat pencuci darah dalam bentuk cairan
721,KALSICLAD,D002008026634,2008,Didaftar,19,"bahan bangunan (bukan dari logam), pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu,triplek,cerobong-cerobong asap, atap gelombang-gelombang asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen- komponen bangunan yang siap di pasang atau yang te1ah dimkit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gisp, batu kerikil, lapisan bitumen untuk atap, kapur mentah,l apisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela,kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan lapisan dinding bukan dari logam, Bahan-bahan barigunan dari bangunan komponen dan panel-panel bangunan,segala macam genteng-genteng (bukan dari logam lembar-lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam lantai bukan dari marmer, keramik, ubin keramik, ubin porselin, dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
722,KALSIPLANK,D002008026637,2008,Didaftar,19,"bahan bangunan (bukan dari logam), pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu,triplek,cerobong-cerobong asap, atap gelombang-gelombang asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen- komponen bangunan yang siap di pasang atau yang te1ah dimkit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gisp, batu kerikil, lapisan bitumen untuk atap, kapur mentah,l apisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela,kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan lapisan dinding bukan dari logam, Bahan-bahan barigunan dari bangunan komponen dan panel-panel bangunan,segala macam genteng-genteng (bukan dari logam lembar-lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam lantai bukan dari marmer, keramik, ubin keramik, ubin porselin, dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
723,KALSIFLOOR,D002008026639,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan darilogam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
724,KALSIPANEL,D002008026640,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan darilogam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
725,KALSIFURING,D002008026642,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan darilogam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
726,KALSISTUD,D002008026643,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan darilogam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
727,KALSISCREW,D002008026647,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
728,KALSINAIL,D002008026649,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
729,KALSI,D002008026651,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
730,KALSI,D002008026653,2008,Didaftar,19,"Bahan-bahan bangunan dari kayu, papan bangunan, papan lantai, granit kayu triplek, kayu untuk bangunan, jendela dan pintu dari kayu, kusen jendeta dan kusen pintu dari kayu"
731,KALSIRATA,D002008026655,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
732,KALSILING,D002008026656,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat(sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk bangnuan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
733,KALSIPART,D002008026657,2008,Didaftar,19,"bahan bangunan (bukan dari logam) pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat (sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen-komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gips, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk bangnuan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan bangunan, dari kayu, kaca bangunan, komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam), lembar lindung bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, ubin lantai bukan dari logam, marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
734,KALSIQUA,D002008026660,2008,Didaftar,19,"bahan bangunan (bukan dari logam}pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang-gelombang asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat (sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen- komponen bangunan yang siap di pasang atau yang telah dirakit terlebih dahulu, panel beton, lempengan semen, pasir, batu bata, gisp, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan lapisan dinding bukan dari logam, Bahan-bahan bangunan dari bangunan komponen dan panel-panel bangunan,segala macam genteng-genteng (bukan dari logam), lembar-lindung atap bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam, lantai bukan dari marmer, keramik ubin keramik ubin porselin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
735,KALSITAPE,D002008026661,2008,Didaftar,19,"bahan bangunan (bukan dari logam), pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang-gelombang asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat (sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen- komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gisp, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu, kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan barigunan dari bangunan komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam) lembar-lindung atap bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam lantai bukan dari marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
736,KALSIKOMPON,D002008026662,2008,Didaftar,19,"bahan bangunan (bukan dari logam), pipa kaku (bukan logam) untuk bangunan, beton untuk bangunan, aspal, pek, bitumen, makadam, semen-semen, granit kayu, triplek, cerobong-cerobong asap, atap gelombang-gelombang asap, atap gelombang dan rata modern yang terbuat dari bahan polykarbonat (sejenis plastik), langit-langit bukan dari logam, genteng sabak untuk atap, komponen- komponen bangunan yang siap di pasang atau yang telah dirakit terlehih dahulu, panel beton, lempengan semen, pasir, batu bata, gisp, batu kerikil, lapisan bitumen untuk atap, kapur mentah, lapisan semen tahan api, kayu untuk bangunan, batu bangunan, jendela-jendela, kusen jendela, pintu-pintu, kusen pintu, panel-panel, panel pintu, pipa keras untuk bangunan bukan dari logam, pipa cerobong bukan dari logam, buritan kaca untuk penandaan jalan, kaca isolasi untuk bangunan, kaca alabaster, granit, semen magnesia, mosaik untuk banguan, plester untuk bangunan, lapis dinding bukan dari logam, Bahan-bahan barigunan dari bangunan komponen dan panel-panel bangunan, segala macam genteng-genteng (bukan dari logam) lembar-lindung atap bukan dari logam, bubungan miring untuk atap, genteng sabak untuk atap, tutup atap bukan dari logam, lantai bukan dari logam lantai bukan dari marmer, keramik, ubin keramik, ubin porselin, ubin dinding bukan dari logam, parket untuk penutup lantai, papan lantai"
737,PROFIT,D002008026663,2008,Didaftar,24,"Tekstil, tenunan-tenunan, tilam-tilam tempat tidur dan meja, handuk, selimut, kain-kain tenun (sarung tenun), sprei, sarung bantal dan guling, sapu tangan, serbet, kain batik, rajutan, kelambu-kelambu, kelambu bayi (kojong), selendang, taplak meja, bed cover, sarung batik"
738,MOONY,D002008026664,2008,Didaftar,5,"bantalan payudara untuk air susu yang merembes (breast pads), bantalan/alas untuk orang yang tidak dapat menahan kencing (pads for incontinents), celana haid (sanitary pants), celana untuk orang yang tidak dapat menahan kencing (pants for incontinents), dan deodoran selain untuk pemakaian pribadi, kapas pembersih, lapisan celana (saniter), masker kesehatan (sanitary masks), Obat keras untuk keperluan medis, pembalut wanita, popok untuk orang yang tidak dapat menahan kencing, tampon haid"
739,LYSOPAINE,D002008026670,2008,Didaftar,5,"Sediaan2 farmasi; makanan dan bahan2 diet yang disesuaikan untuk keperluan medis; suplemen diet untuk manusia; zat anti-inflamasi; sediaan2 anti-inflamasi; senyawa yang memiliki aktifitas anti- inflamasi; suplemen diet untuk keperluan medis; suplemen makanan untuk diet yang disesuaikan untuk keperluan medis; enzim untuk suplemen diet; suplemen makanan untuk keperluan medis; suplemen makanan yang mengandung obat; suplemen makanan untuk pengobatan untuk keperluan tambahan nutrisi; mineral untuk suplemen makanan; suplemen tambahan nutirsi; suplemen tambahan vitamin dan mineral; sediaan2 penumbuh rambut untuk pengobatan; sediaan2 untuk pengobatan untuk menstimulasi pertumbuhan rambut; semacam obat yang digunakan untuk mengurangi gejala seperti kejang otot, rasa sakit, dan hyperreflexia (muscle relaxants); sediaan2 farmasi untuk digunakan dalam pengobatan ketegangan otot; sediaan2 untuk saluran kemih."
